text,label
vijayan ilavu tharano vendayo athu parayoo,Fake
veena georg okk pidichu kinattil idanam,original
nammal onnum kondum pedikanda be chetatharam kanichalum nammud rajyathinu athin athijeevikanulla chankurrapund,Fake
korachenkilum ulupp undayirunnenkil ennu agrahichu povunnu,original
ചറയ ശകഷ മനഷയൻ പഠചചലല എങകൽ വലയ വനന എനനലല,Fake
കഷടട,original
keralathil lithium kuduthalonnum prathishikandaveena pinangarayi,original
സചന മതര കണട പടചചലലങകൽ,Fake
kashtam thannevivaram venum,Fake
ആണനന അറഞഞടടനത കരയ അവര തടൻ പററമ വറത ഇങങന ചനലൽ വനന പറഞഞ നമകക സമയ കളയ അതര ഉളള അമരകകകക പടയണ,Fake
daivika kopamayirunnu daivam shemikkuvanu nammalodu,Fake
sir int vakuk ponnavatt,Fake
russia folk song like malayam href,Fake
ബദധ ലലതത ടമലല,original
oru kaaranam avar thann,Fake
avar social distanc okk paalichappol avdeth rogam kurenjathaaakum allath corona manushyar pedichu oadiyathu onnum alla enganeth news kodukkaruthu epol sookshichu nadakkunnavar polum eni soookshikkath aaakum ethokk kettaaal,Fake
പണങങണടയ ഊളതതരവ,original
ezheechupodaiiii,original
excel,Fake
,original
daivam corona povaleelock down okk aaayi sugichu varuvayirunnu myru,Fake
എലല അനഭവകകനനത പരവസകളണ,original
namasth shajan,Fake
super pattuenthoru varikalenthoru arthavathaya varikalho vayalaar ezhutho ingin,original
ചരചച വഴയയ,original
keralam ഭരനതനമരട എനത ദലപ കലകസ എലല week എണണ ഗവർണർ ഭഗതത kറയൽ wife സവപപങ ഫയൽ അടചച മററൽ കവഡ എനന പറഞഞ കരള,original
churilikku ethirey case kodutha madam ethu onnum kandilleyo aavoavaashyum ollathinu kodikkillaquarentin onli for pravasi,original
eni avidonnum marikkan aalilla chetta atha mariana nirakku kuranjathu,Fake
thall kelkkanum alundallo,Fake
avara konda igana undayad sahib,Fake
കമമയണസ മനഷയസനഹതതൻറ എനത സശയമണട,Fake
എലല സഹകക അലലതനത ചയയൻ ജയപപചച വടടലല അനഭവകകകതനന,original
പരല സവർണണ തറകകനയ,Fake
china dangar countri wherea can not blindli beliv slowli put it hegmoney the field scienc and technolog under heel,Fake
തങങളട ജനങങൾകക രജയവ ആയധ ഉപയഗകകലലഒര റസർചച നടകകതത രജയതത നനന ആരപണങങള ഉനനയകക,Fake
ഉതതര കറയയ ചനയ ഭപടതതൽ നനന മററപപടണ പണട ജപപന കടതതതനറ neuclear ബകക ഇലല അമരകക തയളകളട തലയൽ ഇടടകടകക,Fake
വഴചകക മമപ നഗള,original
ഇതരയ വലയര ദരനത കരള ഇതന മനന കണടടടലല കരളമ അനഭവകക,original
അങങനയവടട എനന പരർതഥയകക അകലവ മസകക മറകകണട,Fake
പളചചടകക,original
നഷടപരഹര തരണ,Fake
ബനദ അമമണയ ചവടട എലലടചചടട തരയതര ചവടടൻ എതതയ,original
കരളതതന അഭമന നർതത നടന ഉയർതത കരളതതൻറ എലല സകരനല തളയണ തരവതര പങക ടതത ചചചമർകക സലയടട,original
nannayi avatharippichittundu endhu avasthaya,original
enthinum kuttam pravasikalkkkalla pannik,original
കറണ കടനളള എലല കപരയങങള കണചചകട കടയൽ സകൾ അടചച പടടയൽ ആയനന തരമന അഗകരകകൻ പററതതത,original
ചയൻ തടടപപണനന സർകകർ പറഞഞൽ വവരമലലതതവർ കൾകകലല പലയണ അനഭവകകമപൾ പഠകക,Fake
secur,Fake
kapithant ororo thamashagale,original
nunachanalmarunadan,Fake
രഗമളളവൻ മറചച വചചൽ തകക കലല ഇലലങകല മരകകചരപപചച കലലലല,Fake
mask,original
പണറയ നർതത അങങ അഭമനകകകയണ,original
എലല രജയതതമളള പപപർ എനന രവല എവട നനന കടടനന,Fake
എനനല ഇതന ഞയകരകകൻ വനനലലലല,original
പരടട സമമളന കരണമണ നയനതരണങങള കടപപകകതതതനന പറയന പറഞഞ,original
ഇൻഗനയളള മണടതതരങങൾ ചയയൻ ഇപപഴതത കമമയണസററ മർകസസററ partikk pattuo,original
നണകടട സർകകർ,original
daiwam ithu nallathayi varet lokam oru nalla anthriskhathelek nayikket,Fake
covid protocol athu partykarkku badakam alla but vyasakkaran athi daarunamayi kollapettu avant chitha kathi theerunna varepolum wait cheyan pattatha new communist,original
അണണകകൽ,original
കടട നങങള നരതത ആരണട കകയത നടടൽ കറണ പടർതത നനത നങങൾ ഒകക യലല എനനടട നണമലല ഇങങന ഇരനന തളളൻ ഇകറണ കലതത പണണ ങങള വഷകടടചച തരവൽ ഇറകക കപരയങങൾ കകൻ നങങൾകക തളളനന കടടവൾ മസക വണഅകല പനന പരവസകൾ വനനൽ ഒളവൽ കഴയണ നങങകക ആയരങങള എനത വണമങകൽ കണകക വണട അകല ആരയ ഈചടട പഠപപകകനനത ഒരതതര ഉളപപ ആരഗയ മനതര,original
ജഹദ വർഗഗയ സഡപപ ഗരപപകളട കയയല പവയണ കജരവൾ,Fake
മസകമലല സനററസർ ഇലല സമഹക അകലമലല എമമണതനന ബധകമലലതളതതൽ വയകകക,original
മരണതതനറ വയപരകള,original
ഇതല വലയ അതഭത ഒനന ഇലല കറണയ റമടട ചയയനനത ചനയണനന തടകക മതല പറയനനതണ,Fake
amaz news,Fake
അവട ശവമടകകഇവട തരവതര,original
ayyo mindalleellam sahichu mindath jivich kurachu kalam jeevikkam,original
എലല നയമവ രണട മനന വർഷ വരനന പരവസയട നഞചൽ കഷട,original
asianet polichu,original
usrussia and other countri should joint togeth destroy china the earli otherwis situat world will becom veri seriou,Fake
china sent thi biolog weapon slow down the other href same time they be make million dollar out situationsom their compani huge gain sell mask test kitsmed equip like ventil etc corona hit countri what good idea reviv economi chin,Fake
കരണഭത,original
karanaboothan uyir,original
ഷജഹൻ കറചച മഡകകൽ റപപനറ ചലല അപപ മനസസൽ പരകത ചകതസയട മഹതവ,Fake
super documentari great work nisha and crew,Fake
ഡൽഹയല തബലഗ സഗമ മധയമങങളട സമപന ശരയലലഡഹസൻ മടവർഡൽഹയല മർകസൽ സഗമതതൽ പങകടതത ചലർകക കറണ വറസ കണടതത പലര ആശപതരയലണ മരണവ സഭവചചടടണട സങകടകര തനന അലലഹ അവർകക മഗഫറതത നൽകടട മധയമങങൾ വഷയ മററര ദശയലകകണ കണട പവനനത ശരയലല പരതസനധ ഘടടതതല എനതണ സഭവചചത അനവഷചച സതയ മററനനണനനണ മനസസലയതമഡയ കകരയ ചയതത ശരയയ രതയലലലനന അഖലനതയ മസല പഴസണൽ ലബർഡ ജനറൽ സകരടടര മലന ഖലദ സഫലല റഹമന പരസതവനയൽ പറഞഞ കഴഞഞശരയണ ഡൽഹയൽ പരഖയപകകനനതനന മമപയരനന അവട നടനന പരപട ഡൽഹ നസമദദൻ മർകസ തബലഗനറ ആഗള കനദരമണ ലകതതനറ നനഭഗതത നനനമളള ജമഅതതകൾ സഘങങൾ വനന പവക നതയസഭവവമണ കണകകനളകളണടവ എപപഴമവട എനന സഗമങങൾ ബഗലമസജദ അറയപപട ദർഗഗയ തമമൽ ബനധവമലല ഇവടതത തബലഗകർ ദർഗഗ വശവസകളമലല മർചച തയയതകളലയരനന പരസതത അനന രജയതത കർഫയ ഇലല അകകലതത രജയതതനറ എലല ഭഗങങളല നരവധ രഷടരയ പർടട സമമളനങങള പരതവ പരതഷധ കടടയമകള മതസമമളനങങള ഉതസവങങള ആഘഷങങള നർബധ നടകകനനണടയരനന എതരയതര കഷതരതസവങങൾ കരസതയൻ പളള പരനനളകൾ ജനതർ മനതറൽ മനന ധർണ പർലമനറ സമമളനതതനനയ നമമട എപമര അസബലയളളതനൽ കലപ ദരതങങൾ നരടട കണൻ സമഹയ പരവർതതകര ഡൽഹയലണടയരനന സമയമണത എനതനറ യപമഖയമനതര ആതഥയ മഹസമമളനങങള ഇകകലതത നടനനടടണട ഫളയററകള ടരയനകള മററ വഹനങങള അനനണടയരനന മസജദൽ അടകക അവടയലല പളളകളല ജമഅതത ജമഅയ ഉണടയരനന സമയതതയരനന സഗമവ എനനൽ പടടനന പരഖയപചച മതൽ നശചല പകൽകണട ലകഷയസഥനതതതതൻ കഴയനനവരലല സഥല വടട മററളളവർ കടങങ പറതത പവരതനന പലസ ഇതണ ഇതൽ ഏതങകല തരതതലളള നയമ ലഘനമ സകഷമതകകറവ സഭവചചടടലലനനണ ബനധപപടടവർ പറയനനത ഇനതയ വവധ സസഥനങങളൽ കഴയനനവർ ടരയനൽ സവനത വടടലതതൽ രണട ദവസ വണമനനരകക അതരയ സമയ കടകകണടയരനനവനനണ അതന പറഞഞടട കരയമലല രഗകള ചകതസകകകയ നവരണ മർഗഗങങൾ ശകതമകകകയമണപപൾ വണടത വനനത ചനയൽ നനന ഇററലയൽ അമരകകയൽ ഗൾഫൽ നനനമകകയണ ബധചചവരലല തബലഗനന വനനവരലലലല ലകതത മരണപപടട മപപതനയരതതലധക ആളകൾ വനനവര വനനവരമയ ഇടപഴകയവര അലല എങകൽ പനന ഹതഭഗയർകകതരൽ രഗതത അകരമവ അനതയ തനനയലല തബലഗമയ ബനധമളള ആളലല എനനല അനവസരതതൽ അവര ഉപദരവകകനനത ശരയലലനന പറയത വയയ പരശസതമയ സഥപനതതനനതലളള ഗഡലചനണ ഇതലല റഹമനയട സശയ അസഥനതതലല,Fake
ദരഹത ഒനന അലല ഉണടകകയ വറസ ആണതകർകകണ ചനയ തയവൻ അവടയ കറണ ഇലല റഷയ സശയകകണ,Fake
ഓമകരണന പർടടയ കറചച ചകക അറയലല,original
parti membership undel chugama,original
alla endha parayunn kudatt ennuano,Fake
കരണവർക അടപപല wtf rule,original
പണറയ പറയനനതനത അതണ പർടട തരമന പണറയയ എതർകകനനത പർടടയ എതർകകനനതന തലയമണ,original
കരയ ഇതരയ പറതത വരതതതന ഉതതരവദ ചർനത തറനന വടടതത ഇനതയയൽ ആദയമയ കറണ തടങങയത കരളതതലണമനരമയ ഇവടതത മധയമങങള എനത ചയത കണടരനന മതത കണണടചച കചചവട പതരപരവർതതന ഇതനന കതയ സമയതത വരത നകക ചനയ സരകഷകകൻ അലല ഇപപഴങകല പറഞഞത നനനയ നമമട നതകകനമർകക ഇതനകകറചച ഒനന പറയൻ ഇലല,Fake
ivt have cover thi news month ago,Fake
keralam etrayum adappatichpoyalooo,original
എനതണ കറണ ഒനന വവരകകമ എനനടട വകസനന പററ പറയൻ,Fake
പരവസകളണലല എലല പരശനതതൻറ കരണ സഹകകത വയയ,original
രമഷ പഷരട പൻഗമ ചടടൻ സനമയൽ വരനളള അവസരങങൾ കടടടട,original
ദരഹതയമലല ചനയട കയയൽ പരതരധ മരനനണട പറതത നൾകലല,Fake
രജയദരഹകള ഉനമമലന സർകകര,Fake
സതയതതൽ പർടടയൽ ഉളളവർ മണടൻമരണ മണടൻമരയ അഭനയകകകയണ,original
ഉടകകത നടകകനനത പതസഥലതത parishkrithamalla,Fake
ഇവട എനത സഭവചചല ആർകകമറയലല,Fake
pennumpillak vannirunu chilakkan ithiri ulupp,original
omikronivanmar enn pedikkuvano atho aakkuvano,original
കൾകകമപൾ ആശവസ,Fake
മതപരവർതതനമഫയയട ഏജനറമരയ കമയണസററ വർഗയവദകൾ കഭമളയയ കറണയയ ബനധപപടതത ഹനദകകളയ ഹനദമതതതയ ആകഷപകകനന കമനറകൾ എഴതനനണട നസമദനല പഴയ സഭവങങളമയ കഭമളയ തരതമയ ചയയനണ പൽപപട കടടനമർ ശരമകകനനതഇതല കളളതതര നമമൾ മനസസലകകണ മണകകറനളളൽ rtpcr ടസററ നടതത നഗററവ ഭകതർകക മതരമ കഭമളയകക പരവശനമളളഭകതർ ഡകടർമര ആകരമകകകയ ആരഗയപരവർതതകരട ദഹതത തപപകയ അശലല കണകകകയ ചയയനനലലഅതകണട മററ ചയയനളള കരപററ വർഗയവദകളട കതനതര കയയൽ തനന വചചയകകൻ പറയണടസററ നടതതത വരനനവര അവട വചച ചയനനണടഅങങന കണടതതനന കസകളണ മധയമങങളൽ വരനനതഅലലങകൽ അവർ ചയയലലയരനനകവഡ രഗകള കണടതതനളള അവസരമണ സർകകരന ലഭചചതഅത കണട ഉണടകa href,Fake
വവര ഇലലതത സപഎ,original
കരയതതൽ ചറയ സഖയയലല guy,original
സഖവ തണട,original
രകതസകഷ സലബരഷൻcpm tvm തരവതര,original
പകസതനല ഇലലലല ചനയട കടടകകടപ കരണണ പകകസഥൻ അവർകക മരനന കടതത,Fake
have request everybodi that pray god for speedi recoveri the pandam diseas from univers hari ohm narayana,Fake
ithok evid chennu avasanikkumo entho,original
cummik,original
സജൻ സകകറയ പറഞഞൽ അപപൽ ഇലല,Fake
ഇനനല തബലഗ കവഡ ഇനന ഇലകഷൻ കഭമള,Fake
ആശവസമയ ഇതരയ തങകൾ ഞങങള വലലത ഭയപപടതത,Fake
you not know will explain the viru have great fear for color red,original
eth kurich auntik onum parayanudakila,original
chettan powli anu troll kidu,original
കളചച പണറയയ വണയ തരവതര ldf മർഗഗകട,original
china have creat thi virou and they the antidot weapon tri use against india but will come back strongli,Fake
തരവതരകക കടടമപൾ വറസകൾ കകൾകക ഇടയൽ ഞരഞഞമർനന ചകനനത കണതത നങങൾ മനഷയൻ,original
ദസപപൻകടട എനന ഒനന സകഷച നകകകക എനറ പരമററതതൽ എനതങകല വതയസ തനനനണടനന,Fake
pinarayi gum,original
നമമൾ ഇപപള ഊളകൾ തനന,original
പരവസകളട നകകൻ വണട ഇങങടട വലഞഞ എനനൽ പരവസകൾ നടടൽ എതതയല അവർകക പലല വലയ ഒടകകതത നയനതരണവ,original
njan parayunnu ithinokk kaaranam pinaraayi vijayanaanennumarunaadant ella sappirttum pinaraayikkundu,Fake
avid engum vannillalloo ennu samaadhanikkunnathinu pakaram,Fake
sir പറഞഞത ശരയണ കറണ ഇവടനന പകഒര രജയതതമലലതത അളഞഞ രഷടരയ പർടടകളട കണട പടചചടട ഓടപക,Fake
അടതത കരസമസനquotബതലഹ പടടണമക അണഞരങങപൽകകടടൽ പണറയ ഭജതനയ quot,original
kopp kaaranam ent joli poi pine eth athrayum nalla salaryil kitiyila ipo one year aayi,Fake
എലലവര അതവ ജഗരത,original
make china,Fake
vayalar eyutho ithupol,original
exampl mecca,Fake
തലകകടട അപര തനന,original
ayy naanek,original
പരഘയപചചലലങകൽ എതര ആളകൾകക വണമങകല കഴപപവമലല അതകണടണ ഇങങനയകക,original
കറണ തരഞഞട,original
kalakitto,original
ഇവർകകനന സതയതതൽ ബദധ ഇലല സനമയൽ കണകകനനത വറത അലല,original
നനകകക പറയ എതര വർഷമയ ആററ നററരനന രകത സകഷയ കടടയത അതനറ സനതഷതതൽ തരവതര കളചച ആഘഷചചത അലല അവരട സനതഷ അവർകക അറയ,original
world wide നണകകസ,original
നലല ഭരണ സഖവ,original
മറനടനറ വകസനൽ എണണ എടതതതനൽ എനകക ഇപപൾ കറണ ഭയമലല,Fake
ചനകക എതര പരമയ ആയല,Fake
kazhudag ellaarum kandolim,original
pakarcha vyadi kurach kala mayirikum undakuka ennu nabi parannitund,Fake
prebudha kazhuthakaluda nade keralam devil countri,original
super,original
തലകക ഇലല,original
chandil cheena,Fake
you have patent cook food your hometomorrow someon come with stop rice home,Fake
വലലതതര തനന മനഷയനറത,Fake
പണങറയ ഭഗവന കരളതത കതതളണ,original
വകസൻ വജയചചടടലല,Fake
href,Fake
quotkaranabhoothan quotmandrak,original
naannakkedu,original
നണട പരതകഷകക തബലഗ ആയല ഭരനത പടചചൽ എനത ചയയ,Fake
കവഡ വകസൻ വലലൻ,Fake
quotപണവതരquot,original
എവട ആർണബ ഗസവമ മസലങങൾ തങങളട ആചരങങൾ പലകകനനതന വണടയണ തബലകകൽ പയത എനന ഉനനയചചരനന എങകൽ തങകൾ സവകരകകണട വരമയരനന കരയ ഉറപപ തററനന ചയതലലങകല അവര കററകകരയ ചതരകരകകക എനനതണ വയകതകളടയ ഉദദശ,Fake
അമരകകയല പരശങങൾ ഒനന അറയനനലല കറതത വർഗഗകകകരട എലലര ചർനന ഒനനചച നനന ഏകതക വണട ശരമകകനനത കണട നങങൾ നലല മനഷയൻ പറയക,Fake
kozhikkod district bu fullnot enough ksrtc for malabaronli privat gunda over speedtrafficsign offin europ they walkus cycleus public transportsouth kerala rtcno vadakaraor malabar airportsonli toll here,original
aru pachari vijayana,original
കരയ മനസലയ ഇവർകക വളവ ഇലല എനന,original
super bro,original
നമകക തനന മനനറയപപണ ഭവയൽ മനഷയർ വറസന ഉപയഗചച യദധ ചയയൻ നകകമപൾ ഉണടവൻ പകനന പരതസനധ എതരതതള വലതവമനന മൻകടട കണചചതണ ഇതപപ ഉണടകകകണടരകകമപൾ ചനയട വറൽ ലബൽനനന പയതണനന conspiraci സതനധ പറയനനത യദധതതനവണട രജയങങൾ സഷടകകമപൾ മരകമയരകകമനന കണട കരണ മനഷയന ചറതതനൽകകൻ പററതത വറസണനന അവർകക നനനയ അറയ,Fake
ജനസഖയ കറകകനയടട അവൻ തനന ഉണടകകയതണ,Fake
triangl relationship between those countri,Fake
ccp virusukalthuachumattanamchinayevalanjittuakramikkunnuennuparayunnanapumsakangaludenaadu,Fake
saja appol saudiyil marikkunnatho chood kuranhittano,Fake
ഇവർ പതര കടടൻ പറഞഞ മഡയ കളയകകനന,original
ഉളകൾ നടടല കറണ കറയതരകകനണ ഇങങന ചയയനനത ഇനയ മനസലയലല,original
vivaramillatha kammik,original
കരളതതല ദരനതങങൾകകലല കരണ ഒരതതൻ മതരമണ,original
മനന തലമറ പനനലകക പയൽ അനനതത മനഷയർ പരമപരയ വദയൻമരയണസമപചചരനനതഅവർ നലല ആരഗയമളള ജനതയയരനനഅവർകക മരണ ഭയമ ഇലലയരനന,Fake
pravasikal eni padippikkan varenda sahakkal,original
നമമട ഏതര പരയപപടടവര സനഹതര കഞഞങങള നശപപചച ബകകപപതരമയ അവരട കടബങങൾ അനഭവകകനന വദനയ കലലണ നറകള നഷടപപടലനറ വദന അവന അറയണ,Fake
ഉണടങകൽ അലല,original
good tab leeg angin thann varanam,Fake
ചരപപചച കലല കകക മലകയററമതലകടടൽതരവതരഇവളമരട,original
അടപപല ആവലല,original
manorama be you dare show the fact sheet vaccin your channel,Fake
എനനഅനഭവചച,original
ഒനന പടകകണട ജഗരത,original
vaxin enthu gunamanullath,Fake
manorama good great,Fake
ini varaan povunna vakabedham aanu quotthiruvaathiraquot,original
കർനനമർകക അടപപല,original
വയകത അലല പർടട എനന പറഞഞ നടനനടട ഇപപ എനതലല,original
നറയ പർടട നതകകൾ പവപപടടവൻ കലലയണതതന ബപര അയൽ ഇവനമർകക എനത ചയയ,original
എലല ഇവട ഉളള മരനന കമപന അറഞഞ കണടളള പരപടയണഇത കണട ഏററവ കടതൽ ബസനസ ഉണടകകയത കവഡഷൽസ കവകസൻ എനന കമപനക ഇനതയയൽ നനന കടടവലയ കർപപറററ ആവൻ ലകതതളള ഓരനന ഇറകക,Fake
covid posit ആയടട പണറയ വജയൻ നടതതയപപൾ ശരയ ഒനന കണടലലലല കറയചച,Fake
ഇവള എനതര മനതരയ,original
enik chiri adakkan patrunilla,original
ഭതയണ മതലടപപനളള മലധന ഉപകരണമണ,original
നമകക എനന ജവൻ മതരമ ഉളള ലകകഡൺ എപപ വണമങകല കപപകൾ വങങ വചചള കറണ,original
paranarik,original
വരടട വണട,Fake
maid china,Fake
തരവനനതപരതത നററചച കയൽ തനന തരണ മണകൾകക നനദ തരവനനതപര കരൻ എനന പറഞഞരനന ഇപപൾ തലയൽ മണടടട ഒളവലണ,original
മരയദകക പയലലങകൽ കററ പകമനന മനസസലയ അതകണട ഇപപൾ അവരകക കറചച ശരദധകകൻ തടങങ അതണ കരണ ഇവട നമമൾ എതര ശരദധചച അതരയ നമകക ഉണടയ ഇതകക കടട വളച ഇറങങയൽ അതനറ ഗണവനമകക തനന അനഭവകക,Fake
myrnmaaar,original
കറണ രകഷപപടടഗ ബസററ പരഗര,original
quotഇനന പർടടലകമങങ ശഭചചടൻ quotആദയ കടടൽ തനന ചരചച മണണകപപ ബകക കൾകകൻ ശകതതരണ കററപപ,original
നയനറ മകകള ചചന,Fake
ചനസ ഭരണധകരകൾ ടയൻമൻസകയർ പരകഷഭ അടചചമർതതയത വളര കരരമയടടണ കപട കമമയണസറ ഏകദപതയ അവട നടപപലകനനത,Fake
നറകൾ പറഞഞൽ,original
china yil ninnan adhigam virusinteyum ulbhavamavar corona vanna paad thannebord close akanamayirunnuvirusint bhayanagatha marachuvechuavar productsint market idiyadhirikaanalengil matu rajyagalil viru vyapik ennu vijarichuorupad virusug ulbhava kendramayitum anubhavam konditum venda karudhalug cheyathadh loga rajyagaleviru bhadhipichudecemberil logam arinja virusint theevradha logathin munnil marapichu vechunew year marketsidiyum enna bhayapaadil,Fake
educ alpanjanik,original
chinaviru destroy europ usauk,Fake
നയകകൾ,Fake
കമളകള തരഞഞടതതടട മങങയടട എനത കരയ അനഭവകകക,original
മതതത കകൾ വലതണ എലലട തൻററ മകകന സഘകൾ വനന ഡൽഹ നരനയടട നടതതമപൾ വയൽ അമപഴങങ ആയരനന സമമളന നടതതൻ എനതയല അനമത ചദചച അപപൾ അവര തടയയരനനലല സർകകർ സമമത കടതതത എനതന,Fake
araano manushyan peedippichad,original
ഇതൽ നനന വകതമയ പർടടയട നലപട ബദധ ശനയതയ,original
marunadan jaisajan sir,Fake
തങകളട എളമയൽ തലകനകകനന,Fake
veri goodenthinanu mole veruth alkkar kuttam parayunnathushow the irrespons governmentaareyum paranjittu kaaryamillaivarud peril yaathoru nadapadiyum govern edukkillaanirdesham mathramvot bank issu,Fake
കരതല൦ പരതകഷയ൦ സജൻ സറനട വകകകളൽ നനദ സജൻസർ ആശവസ൦ പകരനന വകകകൾ,Fake
തളള പറയൻ ചനകക പററ എനനടട എനതകണട നരതത ചയതലല മഴവൻ പറതതയത പരഞഞ നറകൾ എലലതതനറയ ഉതതരവദതത അവർ എററടകകമ മററളളവരട തലയൽ കടടവയകകമ,Fake
നറകൾകക ethonum ബധക അലല പരവസ ദവസ avadhik വനന പകത corantain കഷട,original
remov chief minist modi from india,Fake
yentha lley,original
ഇതനത,original
ithok purathaaayathok nallath thannekandath kondum manassilaakiyath kondonnu oru kaaryavumillaaanagendavar kayyum ketti nooki nikkuka thann cheyyumthanik vannaalallaath aaarku maatvm indaavillathalapathirikunnavar,Fake
ഉളപപണടട,original
omicron iam come adhyam pina naarikk varanam pine pennin pillakum,original
purogamanam thallukalilvakathirivu vatta commun,original
മഴവൻ നശപചചടട വലസ നടകകനന,Fake
തനന തനനനന,original
പതരകകർ എനത പറഞഞലഈ കവഡ വകസൻദഷ മതരമ ചയയകയളളകതതരനന കണവകസൻ എടതത ആളകൾകക കവഡവനനതയ കണകവഡ വരതരകകനണവകസൻ കടതതതനനർകകകവപരത വനനപപൾകമപനകൾ വകക മററകവഡ ശകതമകതരകകൻഇത സഹയകകമനന പറഞഞ,Fake
engan dhuruhatha undekil case mossad kandupidate,Fake
അറയണടവന അറയത വരമപൾ ഇതലല സഭവകക,Fake
edanu andamkammigl,original
അകകങങൾ എലല ശരയണലല രണടല തനനയലല,original
marunadan mottham fake news anallo mairaaaa,Fake
കലകല,Fake
muslim gather there that time be clariti about the viru and it infect process but now contagion more less clear kumbhamela crowd with permiss govt definit deplor reportedli concern scientist warn great tragedi,Fake
kazhuthak,original
ഇതൽ നനന മനസസലവനനത ബകകയളളവർ ഉണണകകൻമരണ യനന ഇങങനയളള എകതപതയ രജയങങള പർണണമകക ഉപരതകകർ ബകക ഉളളവർകക കഴയമ അതണ വണടത അതന കഴവലലയങകൽ മണടതരകകക,Fake
വപപൺ എനന നലയകക മനഷയ ശരരങങളൽ പരവർതതചച പടർനന പനതലചച സർവവനശ വതയകകൻ തകക ആർടടഫഷയൽ വറസകള സഷടയകകൻ ശസതരലകതതന ഇപപഴ സധയകകനന ഘടടമതതയടടലല അതര conspiraci മതരമണ എയഡസ വറസനയ മനഷയർ സഷടചചതണനന രതയൽ വൻകട രജയങങൾ തമമൽ ആരപണ നടതതയരനന ഇതരയ ശസതര സങകതക പരഗമന കലതതന മമപ തനന ലകതത ഇടവടട ഇതതര പതയ ബകടരയകള കണട അസഖങങൾ പടട പറപപടട മനഷയര കനനടകകയടടണട,Fake
കഷട തരവതരയ കടതത,original
നലല അടപള വവരണ,original
purusha sagakk,original
വർണണപപടടമയരനനകരളതതല പതയ രഗയ മരണമ ഇലലതത നലലനൾ ഉണടയരനന,Fake
പരടടകകര കവഡ വനന ചതതല വറര പർടടകകർകക ഒനന സഭവകകരത,original
റഷയയൽ കസകൾ റപപർടട ചയതടടണട പനന നർതത കറയയൽ നടകകനനത അറയറലല ചനയല തനന അവസഥ ഗവണമനററ പറയനനതണ നയസ,Fake
പതര കടടയൽ മതഎനനടട ആഴച കഴഞഞ മഴകതര കതതചച നകകഅപപൾ കറണയ കണൻ കഴയലലസശയ ഉളളവർകക മങങജയട ചദകക,Fake
ലകതതന ഭഷണ,Fake
തലചചർ തനന ടമണ അണകൾ മതൽ നതകകൾ ഒകക കണകക പറഞഞടട കരയമലല,original
ലകതതൽ ഏററവ നലല മനസൺ പണറയ bijyan,original
ആശവസമയ സജൻ സറന നനദ നലലര സനദശ പങകവചചതന,Fake
തരവതര യലല പണവതര,original
അചചതനനദൻ ആയരനനപപൾ പർടട എനന നലയലളള ഉണടയരനന പകഷ പണറയ വനനതട വയകത പജയലകക മറകയ പവകയ ചയത,original
that maan,Fake
പറയനനത ചയയനനത ഒകക വപരദ മൻഡരക,original
കററ പൻഷൻ,original
karyamayitu cheythathanengilum nalla comedi ayitund,original
ജർജന കവഡന പടയലല ഭഗതത തകക ഇലലനന രജവ,original
മറനടൻ പറഞഞതകക അമരകകയടയ ബരടടനറയ ശരസൽ ചർതത കകടകകവനനതണ രണട സമരജയതത രജയങങൾ ലകതതന ഇവർ ചയതപലര ദരഹ രജയങങള ചയതടടലല ഇവർകകണടനന ലകതത ധരപപചച ശസതര നടടങങൾ ചയകകപപയല കടങകററയരനന എനനത കറണ മനനൽ തറനന കണചചരയകകനന ചൽപപടകക നർതത ഇതരയ ലകതതപററചച കണടരകകകയയരനന കചച കയബയകകതര ഉപരധ ഏർപപടതതകകണടകയബയട നടടങങൾയ അമരകകയ മറചചപടചച എനനൽ വർഷങങൾകക മൻപ കയബ കണടപടചച വറസ മരനനകറണയകകതര അവർ ഫലപരദമയ ഉപയഗയകകനന എനതന പണട കവഡ മരനന എനന സതയതതലയകക ഒനന എതതനകകയൽ അറയൻ കഴയ അമരകക കയബയകകതരയ യദധ തടങങ കഴഞഞനന ദഖസതയ അപപൾ quotവളടതതവൻ തനനയണ വളൽ നശയകകനനതquot സതയ മനസസലകകക ഇനന ദരനതതതനറ മനനലണ പശചതയനകല പപപരസകൾവസർജചചടനനത നരയടതതവഴങങനനതന തലചചറനന പരവർതതപപകകനനത എനതകണട നലലതണ മറനട,Fake
thirvathira covid,original
will slow down,Fake
ഭഗതത സഖവനറ മരണതതലളള മതലകകണണർമറഭഗതത കകടട തളളൽബകകററ പരവനന അവസര കടടയതനളള ആഹലദമവ ലയകഷട സഘകകള കഷട ഉളപപ,original
ളളതതര പറയത നടrussia കറണ ബധതർ ആണമരണ north korea ഒനന പറതത പറയറലലഉണടങകല ഇലലനന പറയ,Fake
പകൽ സതയമയ കരയ ലകജനതകക എനന ബദധ ഉദകകമ,Fake
സതയ എനറ അപപൻ യനക നഷട പടടത,Fake
