Id,text,Predicted_Label
Fake_531,മലയള കഷമ ശലരണ,Fake
Fake_532,കരണഭതൻ,original
Fake_533,ഒനന എലല പടചചനറ പരകഷണ,Fake
Fake_534,bodhidharman,original
Fake_535,edhu covid ennay omicron avaruday alliyanmarayum villichu verutunadhu pollay undu nice,Fake
Fake_536,തഴലളകളട പകകതത അറഞഞകടതത പണകക പകലല ചചചമര നടടകർ ചരകക,original
Fake_537,ഷജഹൻ തങകൾകക പതര പരവർതതകൻ ആകൻ യതര യഗയതയ ഇലല തങകൾ മൻവധയടയണ ഇവര സമപചചത സതയ മനസസലയടടലല ഒനന പഠകക,Fake
Fake_538,nink onnum patilla verth oro news,Fake
Fake_539,പററകൾ അടകകവൻ എലലവര തയയറകകഅടതത കററൻറ സമയമയ,original
Fake_540,എനത പർടടയണപപ,original
Fake_541,china ude kayyil predhirodha marunund ath logathodu parayanum vayya eanna avar aanu viru irakiya eannu manazilakum pani kittu athu kond ulla kurach perkku marunnu nalkath konnittu nammal onnum arinjil rama narayana mattil america vilanennu kanikyan srimikunna onnu ortho ith nale kaanu mari kadakum karanam make jay india,Fake
Fake_542,ഒനന ഇനറർനഷണൽ നയസ ചനൽ അപപൾ അറയ സതയവസഥ,Fake
Fake_543,പണറയകക അടപപല,original
Fake_544,പതജന എനന കഴത,Fake
Fake_545,ye bioweapon use against the human,Fake
Fake_546,അവർകക എനത,original
Fake_547,സതയ പറയന ധരയ great sir,Fake
Fake_548,ningal kandal nalla look anallo man valla veshyaa panikkum poykud,original
Fake_549,ചലർ സസരകകമപൾ എനനണ കടതല പറയനനത,Fake
Fake_550,രകതസകഷകള കടടയ അഹലദധ പരകടന,original
Fake_551,ividathepol azhinjadan samathikkilla thattikkalayum,original
Fake_552,logam muzhuvanum padarnnil,original
Fake_553,നസമദനല തവരവദ സമമളന കരണ ദവസതത ലകക ഡണനറ പരയജന രജയതതന നഷട ജനങങളട സഹന വയർതഥ ദശലകഷ കണകകന കടയണ ഇനതയൻ ബസനസസൽ ഇവററകളട സവതത കണട കടടക വദയഭയസ കടതതൽ വവര ഉണടകണമനനലല എനനതന നലല ഉദഹരണnia അനവഷചചൽ പടകടട ഇതന പനനല യഥർതഥ കരയപവ കയമർ ഉപകരണങങൾ ആവകയയരനന,Fake
Fake_554,എനറ കറണ പകലല കരളതതല ദഷടനമര ഉനമലനശ ചയതവണ പകന കരളഭരകകനന തണട പരഷകളകകടകണട പകണമ നയനറ മകകള കരണ ഞങങളകകവട ജവകകനവയയതയ,Fake
Fake_555,രഷടരയകകർകക എനന വളകകക വണട മഞചൻ പകനന,Fake
Fake_556,smoke,original
Fake_557,njan saghavanu but partyk mukalil arum padilla paranja alu thann pukazhthi paada parti evidrkka pone appo jayarajettan kurichu padiyapol enth nadapadi eduthu,original
Fake_558,അവസരതതൽ മഞച കതത ഇരകകനന പടചചന വണടയര നസകര,original
Fake_559,എനതകകയട പറയനനത,Fake
Fake_560,nde kayil pooooo mala,original
Fake_561,നമമട കഞഞനജന കനന സധകരനറ കലയള കൺഗരസന തരഞഞടപപൽ മലയളകൾ ശകഷകകമനനറപപ,original
Fake_562,കഷട chehh,original
Fake_563,noth will happen,Fake
Fake_564,കണനളള ശഷയലല,original
Fake_565,china yude kaivasham corona kkulla medicin vaccin adyam undaayirikkumavar ithu manapoorvam shathrukkal nashippikkaan cheythtathaayirikkumchinayeyum ithupol thakarkkanam,Fake
Fake_566,ചതതട,original
Fake_567,deltacron,original
Fake_568,തർചചയയ ഇലലതവ,Fake
Fake_569,വയലർ എഴതമ,original
Fake_570,ഉളള രജയങങൾ എനന പറയമപൾ ഗൾഫൽ എനതകണട മലയളകൾ മരകകനന ഇവട അതരയകക ഇലലലല പനന ഇപപൾ കരളതതൽ പയതപപൾ മറനനവരട സഖയ കടയടടണടലല,Fake
Fake_571,good newshappi happen soon,Fake
Fake_572,yenthukondu vaccin yedukunnavarku side effect undakunnu yennthu simpl ayittu yellarkkum manasilakkunnathupol paranjalentha,Fake
Fake_573,അറയനന കരയ അയൾ പറയനന നമമളട ഇഷടതതനപറയൻ പററമ ഇഷടമളളവർ കൾകക like അടകക അലലതതവർ unlik അതരമതര ചമമത വഴകകനരകകത,original
Fake_574,lokath sambathikamaye thakarkkuka enna otta karanam chinay sukzhikkuka,Fake
Fake_575,കമമകൾകക ഒനന ബധകമലലഎനതമകഎനതര ദരനതമണ കരളതതനറ അവസഥയസപഎ സമമളനങങൾ കഴയൻ വണട കതതരകകകയണ പണറയ വരനതയ ലകക കർഫയ പരഖയപചച ജനങങള വടടൽ ഇരതതൻ,original
Fake_576,പർടടകകരനയ വദയർതഥ കലലപപടട അവസരതതൽ പറശശലയൽഅത കവഡ എററവ കടതൽ പടർനന പടചചരകകനനതരവനനതപര ജലലയൽquotപണവതര കകള quot നടതതൻ ഉളള ഉളപപലലയയമ നമമട ചഗകകൾകക മതരമ ഉണടവളളഅതകണട അടതത തരഞഞടപപല നമകകപതജന എനന കഴതകക തനന വടട ചയയ,Fake
Fake_577,എനതയല ചരചച ഇങങനയ ഉളള നമമട മനതര ആകകയത കഷടട,original
Fake_578,പരവസകളലല നർതത നടടൽ വനനൽ കരളതതന അവസഥ എനതവമനന രഷടരയകകര നടടകര ചനതചചടടണട,original
Fake_579,ithenth koppil,original
Fake_580,hay illumin stop,Fake
Fake_581,anchor should least wait for the particip finish hi repli,Fake
Fake_582,തടടപപണ,original
Fake_583,ivarkok endhum aavum makkald kaliyanam nadathunna mathapithakalkk vendapettavar polum vilikkan pattilla endhoru sarkaranith,original
Fake_584,corona nashichu pott,Fake
Fake_585,നണമലലതത വർഗഗ,original
Fake_586,pretti,original
Fake_587,ഇതരയ ആയടട ചനകക എതര നടപട എടകകതത ലകപലസ അമരകകൻ പരസഡനറന എതരയ പരമയ പസസകകൻ കരള മൻക എടകകണട വരമ,Fake
Fake_588,ടസററ റപപർടടകൾ ഇലലത വറത കറണ എനന ആരങകല തളളവടടൽ അതകക വശവസകകൻ കഴയലല മർകസസവ കറണയ തമമൽ എനത ബനധ,Fake
Fake_589,സകഷരത കരള,original
Fake_590,veri suspici about china watch video explain corona start earli they hide mani month everi one know the doctor and few journalist told truth be kill lakh peopl might have die how can stop complet from sure devolv vaccin drug but never tell minimum year will take peoplethat mean corna bigin,Fake
Fake_591,മളയകക വനനവര ആഴച അവട നർതത ടസററ ചയത പറതത വടക,Fake
Fake_592,corona manushya nirmitgavum vaccin nalloru bisnessum,Fake
Fake_593,മലപപറതത പങകടപപചച ഒപപന ഉണടയങകൽ മതത കരള കമമയണസ പളചചന കടടയതത മർഗഗകളയ,original
Fake_594,polichu mother,original
Fake_595,china controlil aakki thudaggi,Fake
Fake_596,true all other nation should stand togeth and teach china lesson,Fake
Fake_597,നമചച അണണ,Fake
Fake_598,കറണ മറനടൻ വടക മരകമണ hypoxima sle tumor apoptosi fibroid calcif cancer anginabpectorisമനകകടട പഠകകൻ ശരമകക psychic killer bill gate expos global,Fake
Fake_599,minist polum,original
Fake_600,യതര പറയക നയൻ കറണ പതരമകകരത നയനന വദനപപകവൻ പഴയ വണട പരഭത ടരണ മറനന ഒനനചച പകണ,Fake
Fake_601,ഉളപപ,original
Fake_602,cpm nirthi pokarutho സമഹക അകല oli പരവസ educ,original
Fake_603,pravishyam koodi all ollu,Fake
Fake_604,ഉളളപ ഉണട ഇവർകക,original
Fake_605,ivarrajyadrohikalennuethrapravasyamtheliyikkanam,original
Fake_606,ithinu pinnil china thanneyanu,Fake
Fake_607,എറണകള ജലലയൽ നടതതണ,original
Fake_608,pig thayolik,original
Fake_609,ഇവര ഞങങൾ വശവസചച,Fake
Fake_610,കടകക പറതത ജലല സമമളനങങള കഴഞഞ സസഥന സമമളന ഒനന കഴയടട കണചച എലലതത വടടല പടടയടട കററ,original
Fake_611,ignor them,Fake
Fake_612,uluppilayma bellandaya illandakum athanoru aswasam,original
Fake_613,rememb ani one take sword shall die for self,Fake
Fake_614,മരണതതനറ വയപരകൾ സപഎ,original
Fake_615,everyon know about thisathinu samanya budhi mathithat it the china doingwho doesnt thispinney america kandu pidichu polum,Fake
Fake_616,arenkilum pedippicho,original
Fake_617,കമമയണസവ ഇസലമകവ തവൽ പകഷകളണ,original
Fake_618,പരസവചച ഉണണകകടടനണ കവഡ ലകജനതയട കഞഞണണ,original
Fake_619,keralathil corona varsham kude kanum may,Fake
Fake_620,maricha vetil per vivahathinmu achanum ammayum azinyadan jevikkan vazi mutui nadakkunna janag arum irikkarud purgalo nercha undagil kananam poganam maranam nammal bayakkarud namal kasullavan alla rashtrya karun pedikkan divsam engil adichu polichu jevilkam,original
Fake_621,നങങളലല പടപപകനനത സതയതതല ഇവര സമധനപകകയലല ചയയനനത,Fake
Fake_622,തരവതരകക കറചച ആൾകർ ആവയരനന,original
Fake_623,എനറ പറശലയ കതതളണ,Fake
Fake_624,pathram kottooo,original
Fake_625,valuabl inform,Fake
Fake_626,trouser anu enna naan karuthiyath,original
Fake_627,മർകററൽ കനന തനനനന ഉണടങകൽ അടചച പടടക ചനയൽ ഇപപഴ ഉണട,Fake
Fake_628,എനതനനട,original
Fake_629,who be the poet aanavoor nagappan pinaray vijayan anyway great lyric onli vayalar bhaskaran master can write thi,Fake
Fake_630,vote cheythittu karayaruthu kit chakkathil moonchi cheythu ini enthinu kuttam parayunnu,original
Fake_631,uluppillatha team,Fake
Fake_632,നയമങങൾ ബജപ മതര ബധകമയരകകമനന എടതത പറയനനലല പനന quotആൾകകടടquot എനനദദശകകനനത സപഎ ഒഴക മററ പർടടകകരയണ കരണ ആളകളടമനഷയർ ഗണതതൽ പടലലലല,original
Fake_633,മറനടന കണടപഠകക സതയ സതനമയ വർതത അവതരപകകനനതകണട എലല ചനലകരകണടപഠകക,Fake
Fake_634,evarokk varum എലല sheri aakum nalla bharanam adipoli ഒനന പറയനലല വരതത vacha vina anubhavichal പററ aar എനത കററ പറയന പറചചല അലല പരവരതത പരധന എനന എനതണ മനസസലകകനനത എതര കടടയല പഠകകതത കറചച മനഷയര kore partykkarum athippol onnalla കണകക,original
Fake_635,sarkarvann tholviiii,original
Fake_636,എതര വലയ യദധ വനനല നരടൻ തയയർ എലല രജയ കരടയ കകളൽ അണബബ ഉണട എനനടട കറണയട ഉദഭവ എവട നനന കണടതതൻ വർഷതതട അടകകൻ പകനന ഇതവര സധചചലല പനന എനതന വറത,Fake
Fake_637,ഹനദകകളട കലകള വകതമകകൻ ഇവനമർകക വലയ ഉതസഹ,original
Fake_638,കറണയ കതരന പലയളള ചഴലകകററ രഗവഹനയലല പരകതയട സഹര നടതതൻ വനന അസരൻ സഹരചചടടപക,Fake
Fake_639,malabar panchangathil oru kala sarpa yogam kaanunnu februari muthal saptha grahangal raahuvum kethuvum bhandichirikkuna kaaragruha vaasam juli sooryan karkitaka raasiyil kayarunnathot andhyamaavum,original
Fake_640,എനത കണട എനനൽ മനന രജയo അവട ഉളള ജനങങൾ ഭരണകട പറയനനത അനസരകക ഇലലൽ വവര അറയ പനന ഇനതയ അമരകക വഢതത പറയനന ചയനന പരധനമനതര അലല ഉളളത ആവല,Fake
Fake_641,pravasikalanallo,original
Fake_642,thangalud vaku bhalikatt,original
Fake_643,partyil kazhivilla aruila,original
Fake_644,ഇവന കതതന നപപ കതത വകകണ കവഡ ഇതര എനന നനനയടടറയ വനനപപ പറതതറങങതതവന,Fake
Fake_645,ഇപപ എതത കമമയണസറ പർടട മസലസ,original
Fake_646,thithithara thi,Fake
Fake_647,athigaaaram enghan dhurubayogikkam enna gaveshanathilaaanu pinanaaariyum cpmumanubhavicho,original
Fake_648,eee koppan enthanu katti koottunnathu kastam,original
Fake_649,where thi world will happen such senseless thing while peopl be daili die due covid shame utterli,Fake
Fake_650,എഴത കടകകനനത വയകകൻ മതര മനതരമര,Fake
Fake_651,nuclear bomb itu chines administr kolluka athanu veandath,Fake
Fake_652,കരണവർ കടപപലയത നനനയ ഇലലൽ കണമയരനന,Fake
Fake_653,ചനയട മനസസലകകൻ പകനനത ഉളള കമയണസററ കരനണ ഒരകകല namban പററലല,Fake
Fake_654,schoolug mathram endhinu adakunnu,original
Fake_655,ഇതകകറചച ചനതചചരനന എനതയല ചനയണ ഇതന പനനൽ എനനനന തളയതരകകടട തളഞഞൽ അനന അവരട എലല അടതത വലയ യദധവ തടകകമക,Fake
Fake_656,america fund chines operatedand europ profit alwaysg,Fake
Fake_657,janang href distancemask use nannayi nadakkunnund ipol wordilath kondanu corona illatheyavunnath allath thanneyang workersint pravarthanam abhinanthanarhamanuchila meghalakalil iniyum classuk anivaryamanunannayi sajan achayanalla oru sub ayirunnugood luck,Fake
Fake_658,donald trump brought lot fact light but the world reject,Fake
Fake_659,നശനത കർകക എനത കവഡ omricron പറഞഞ അനറ തണടയല വളള വററ,original
Fake_660,who പരനര സഘടന ഇതര കഴഞഞടട കറണ വറസനറ ഉതഭവ കണടതതൻ ഇവർകകയലല മനപർവ കണടതതതതതണ എനന സശയകകണടയരകകനന,Fake
Fake_661,ഇവററകൾകക ശരകക വടടയ,original
Fake_662,chinayud chathi thann,Fake
Fake_663,നങങൾകക സപഎമമന പററ ചകക അറയലല,original
Fake_664,ദർബല രജയയ അലലങകൽ ശതരവനയദധ ഫലപരതഅലല പകര സശയ വരതത രതയൽ ഒടടക വയവലട പടരനന ജവയധ യളളവ കടലല വനതതല പർവത നരയല പരയഗചചടടണട ഉറപക വയവൽ മനഷയരലക വകകയണ കടടത ആളകൾ പടഞഞ അരകകനനത,Fake
Fake_665,കരണവനമർകക അടപപല,original
Fake_666,അവശഷകകനന വറസകള തതത കടട വനനടതതകക തനന കയററ അയകകണ,Fake
Fake_667,the prostutt cahan,Fake
Fake_668,communist ഭരണകട പരയഗ കളള,original
Fake_669,thi kaikottikali not thiruvathira kali which use conduct auspex festiv,Fake
Fake_670,കടയടകകമപൾ ഉളള പരതയക ശബദ കരണ corona വരലനന god pachari paranjath,Fake
Fake_671,കരളകകർ അതനകകൾ ബദധയളള വരണ കറചച വർഷങങൾകക മമപ തറവന പകർചചവയധ വനനപപൾ ജവനളള എലല കടടയടട മണണണണ ഒഴചച കതതചച ഓർമമയണട,Fake
Fake_672,pravasikal itra karuthalod kaanuna vere ethu sarkarund nattil ellavarkum kovid vannalum otta pravasikkum vararuth,original
Fake_673,കമയണസററ പർടടയ വയകത പജയലകകഇന തരവതര കറണകകല,original
Fake_674,പർടട അനഭവ എനന നലയൽ മററളളവരട മൻപൽ കനകകൻ ഒരവസര തനനതന സലയടട,original
Fake_675,verupich konn,Fake
Fake_676,big salut jacob sir mohanan vaidyar,Fake
Fake_677,നയമ നടകകനന നടടൽ ഇവനകക എപപൾ അകതതയന,original
Fake_678,കമള,original
Fake_679,അങങന kammik വചച തരവതരയ കമഡ ആകക,original
Fake_680,ഇപപൾ ആരയ തലലണട ജയലൽ ഇടണട,Fake
Fake_681,നണകടട രഷടരയ,original
Fake_682,കവഡ വനനൽ തരവതര കളകകമനന കരള സർകകർഇവരണ സരകക മരണതതനറ വയപരകൾ,original
Fake_683,എലല വകസന തടടപപ corana രണട എടതതവർകക covid വനന കണടരകകനന,Fake
Fake_684,paavapettavan cash loan eduthu kallyanam nadathiyal corona varu parti paripadik varilla karanm polum thottupovum,original
Fake_685,there have be case coronaviru infect report russia far and death,Fake
Fake_686,അവതരണ നമചച,original
Fake_687,ഏററവ വറകകപപടട ഭരണ,original
Fake_688,youngster keralthil vannalea without ani parti keralam god own countri akathullu,Fake
Fake_689,അയയയയ അനയയ ഉളപപലയമ എനതര അതയവശയമയ പരഗര ആയരനന,original
Fake_690,കരണ,Fake
Fake_691,അഞചവയസനറ ബദധ പലമലലതത ഭരണകർതകകൾ,original
Fake_692,veri correct not countri onli you mention it total just see the corona fatal communist support china cuba russia lao vietnam nkorea death rate few number some have still singl digitsin case kerala also rule state heard news from channel dont know true that plan send medicin thru cubachina want destroy europ and usa western alli includ israelnow progress all respect they export world now protect piec equip,Fake
Fake_693,vivaram ullavan otta oruthanum ill parrtyil petti adiyum kittum nalla varaik,original
Fake_694,epattu ketu danc practic cheathvar avastha,original
Fake_695,മളകക വരനനത ആഘര സനനയസമർ വസതരങങള ഉപഴചച ശരരതത തനന മരണതത ഭയകകത ജവകകനനവർ അവർ ഒരകകല സധരണ സമഹവ ഇടപഴകനനലല അവരട തവളങങളൽ നനന പറതതറങങനനത കഭമള സമയതതണ കഴഞ വണട അപപരതഷരകനന അവർകക എനതനന കവഡ മരണ രജയ അലലങകൽ പരപഞച ശകതയ ആരധകകനനവർ മനസലകകയവർ ആരയ ഉപദരവകകനനലല അവര,Fake
Fake_696,ഓമകരൺ ചററ വലല ബബസ അവർഡ കടടമ കറണയ വടടതതൽ ചററചചതന,original
Fake_697,മററ രജയങങളട കരയ അറയലല പകഷ റഷയയല കറണ ഉണട എനറ മകന അവട പഠകകനന ഇതവര മരചചത ഒരള മതര,Fake
Fake_698,china thann srishtticha jaivaayudham illathakkunnu plan thanneyanu,Fake
Fake_699,koronakku samanam varunnathu vare karsana niyanthranam nadappakkuka thamn venam,Fake
Fake_700,വയസകമപൾ തരവതര കണനനത നലലത ഉറങങകടകകനനതകക ഉണര,original
Fake_701,തരവതരയട ഇടകക അവട ചതഞഞ അരഞഞ ചതത കറണയ പററ നങങൾ എനത ഒനന പറയതത,original
Fake_702,ആരട ചങകല ചനപനന കൾകകനനത വറപപ ഇപപൾ,Fake
Fake_703,ulupillatha chettakalu,original
Fake_704,വകസൻ അടചചടട എനറ നടടൽ ഉളളവർ ഒകക ചതതപനത blood clottin ആയടട പനന നമണയ എടതതടടലല അതണട സരകഷത,Fake
Fake_705,അധക ചകക വണമരണപടട എലലപര കടട കടണഅതണ ജലലസമമളനങങൾ,original
Fake_706,രകരണരഗ ആലപചചൽ വറസ പമപ കടകക,Fake
Fake_707,cpm problem,original
Fake_708,ninakk yetra tandayan maira sangi,original
Fake_709,എലല മനതരമർകക ഗവർമനറ ജവനകകർകക ശമപള മടങങത കടടനനണടലലഅലല ഞങങൾ പതജനങങൾ കയയൽ പടചചകണട നകകയരകക,original
Fake_710,സർവവ ഇലലമനണടയ,original
Fake_711,well explain thank pleas follow,Fake
Fake_712,കറചച വവര ഇലലതതവർ ഇങങന ഉളള പടടകൾ ഉണടകക എനന വചച പണറയ എനത ചയയനണ യഥർതഥ കമമയണസററ വയകത പജയ ശകതമയ എതർകകനനത നതവ തലയകക വളവ പരപട സഘടപപചചൽ സപഎ ബധകകനനത അലല,original
Fake_713,ലതത വഹന ബജങങ തമമലളള മറററണ ബകക പറയണ ഇപപൾ രഗതത തടചച മററയപപൾ ചനലകൾ മടനതൻ വർതതകളമയ വരകയണ,Fake
Fake_714,അധകര ഉളളവർകക എനത എനനയ,original
Fake_715,half dislik und,Fake
Fake_716,china corona,Fake
Fake_717,അഭപരയ വളര ശരയണ എനനട കറചച ദവസമബ ഡകടർ പറഞഞരനന,Fake
Fake_718,ഇനതയയൽ യവകകൾ കടതൽ യറപപൽ കഴഞഞവർ അതണ അവട മരണ കടൻ കരണ,Fake
Fake_719,thiruvadira kalichu covidina thurathiya pinarayi sarkkar kashttam,original
Fake_720,marunadantea puthiyakandupidutham nanayirikunu bayanghara kaziv itheallamanghinea undakunu,original
Fake_721,ഇതല നലലത കടട പരയ രതരയൽ കകകൻ ഇറങങനനത,Fake
Fake_722,edoo bhoomiyil ella kalathum viru kaluda akramanam manushya rashikk undayittund athunnum biolog ware allla,Fake
Fake_723,ingan govern oronnu kaanichu koottiy adutha elect vote cheyyan keralathil aarum jeevanod kaanilla ellathineyum corona kondupoyi kaanum,original
Fake_724,ഷജയടട ഇവന അങങ തർതതല,Fake
Fake_725,കറണ അതനളളൽ ഔടട,Fake
Fake_726,health minist aliv nation wast,original
Fake_727,പണട ബരടടഷ പരധനമനതര വൻസററൺ ചർചചൽ പറഞഞടടണട ചനകകർ ഉറങങനന രകഷസസമരണനന അവര ഒരകകല വശവസകകണ അവരട മററ വധതതല യജചച പകന പടലല എനന അവർ തരചചയയ ചതകക,Fake
Fake_728,കഷട അലലത എനതപറയൻ,original
Fake_729,channelukar നങങള എനതന പളളയ interview chethu കമള ആകകനന പളള പരകത നടതതനന ആളണഅവർ നലല food കഴചചൽ coronayum ഏൽകകലല എനനണ പറയനനത അലലത മററര കതത വകകനനലല വകകൻ അലല degre വണടത,Fake
Fake_730,kovid രജയ,Fake
Fake_731,നശചച വർഗ നശപപകകനയ ഉണടയ പശചകകൾ,original
Fake_732,ivarkethir paranj paranjavar sangik anubhavam guru,original
Fake_733,ഇനനങകല കണണട മഖതത വകക എനന കരത പകഷ വണട ശശയയ,Fake
Fake_734,ye true mysteri the come day china will super power both term militari and econom,Fake
Fake_735,what about who,Fake
Fake_736,വകസൻ എടതത കഴഞഞ അനന വടനനതന കഴപപമണട എനന ചദകകനന എൻറ ചങക,Fake
Fake_737,കഷട കരളതതൽ ഇതല വലയ ദരനത വരനലല പരടടകകൾ ആനമടട,original
Fake_738,രജസഥനൽ ടറസ കനദരങങളൽ തറകകൻ തടങങ ഇനനല ടറസററകൾ വനന,Fake
Fake_739,sathyam ayi varatt,Fake
Fake_740,വണട ജഗരത,original
Fake_741,തണടകൾ സഷടചചതണ kovid,original
Fake_742,cpm coronaparathunnamarxistukar,original
Fake_743,kashtam,original
Fake_744,china have creat thi virou and they the antidot weapon tri use against india but will come back strongli,Fake
Fake_745,പടടമരട,original
Fake_746,ഇവനമർക ബധവ ഇലല വവരവ പടടമമര കഷട,original
Fake_747,പണറയ ഭഗവന രകഷകകണ,original
Fake_748,വരദധയതമക ഭതക,original
Fake_749,ഇതകക കണമപൾ കതത വചച നധയണൻ ഫറസകക ഓർമ വരനന,original
Fake_750,veri bad anchorw can believ indian scientist but not,Fake
Fake_751,marunadanum velivundayi may lakh patient and death ennu evid predict nadathiyalan atu nadathiya date march remeb that,Fake
Fake_752,all be well profession plan കരയ തരമനചച ഉറപപചച,Fake
Fake_753,സമഗരമയ വശകലന മറചചനന പറയൻ ഉളള അവസഥ ഉണടവലല എനന പരതയശകക,Fake
Fake_754,china most danger nation the world,Fake
Fake_755,enthayalum viplavathint ragavum thalavumokk avaru maatippidichittund,Fake
Fake_756,പടചചന ഗരവയരപപ പണറയ വജയ,original
Fake_757,varshath mikacha comedi,original
Fake_758,സമമളന നടകകനനതനൽ കവഡ കരളതതലലല എനന പറയ വറസ കടതൽ ശകതമക ആർകക രകഷപപടനകലല കമപനയല,Fake
Fake_759,ima മതരമ ഉളള ചതരയത ജനങങള നതയരഗകളകകനന ചകൽസകള ജനങങൾ തരചചറയക ആദയ പറതതകകണടത ചങകറപപലലതത ചകൽസയയണ ഭയപപടതത ചകൽസകകനന ചതര,Fake
Fake_760,deeranu maranum onn olluda,Fake
Fake_761,nalla role model govern,original
Fake_762,doubt thi evil viru be man make that whi chang variou way chines govern must own what they plan happen the doctor who first confirm viruswher wet meat market easi out for blame then have these kind disgust whole world take fool let other countri investig soil find truthso base report america also provid support financ and mean,Fake
Fake_763,america oru button amarthiy lookha rajiyangh kathi chambalakhumennu pandokhey paranchu keyttu mookin thumbilulla kothukhin adichu kollan kayinchenkhil,Fake
Fake_764,ചനയട ജവയധ കറണ എനന പറയൻ who,Fake
Fake_765,ithano purokamanam saaaaaakal,original
Fake_766,ചഖകകൾകക അടപപല,original
Fake_767,തരവത പതയ vakavedham,Fake
Fake_768,നങങൾ കററ പറയമപൾ രഗയ ചകലസകകന പറയണ അപപൾ അറയല പഠചചത മതര എനന വചരകകരത,Fake
Fake_769,പലസ വരമപൾ തരവതര കളകകഎനനടട സഖവ എനന പറഞൽ മതയലലവടട ചയത എലല കമമകൾകക നലല നമസകകര കററ തടങങ വങങൻ മറകകണട,original
Fake_770,befor you hear what these pimp have say read the factsheet publish compani,Fake
Fake_771,എതര പരമയ പസസ ആകണട വരമ,Fake
Fake_772,ithu manapoorvam anujanangal jagradha,Fake
Fake_773,നണമലല സഖകകളവവരമലലയമ കററമലല,original
Fake_774,avanmarkk endeum avaloo chattakaljanag viddik,original
Fake_775,നശകകടട എലല കഷടട,original
Fake_776,അനന തനനനനവർകക കണടൽ മനസസലവ എനനൽ നശചചല,Fake
Fake_777,പടടമമര ഞങങൾ സഖകകളട ബദധ നങങൾകക ഇലല തരവതര കളചചത എനതന ആണനന അറയ കളകകനന പണണങങൾ എലല വടട ചററ കളകക അവരട കറൻ നൽകകനന കറണ ഇവരട പനനല ശരരതതൽ പരവശകകൻ പററത കറങങ തൽകഷണ മരകക ഒനന,original
Fake_778,കവസന വർഗഗ ഒനന ഇലലനന ഭരണധകരകൾ മനസലകകൻ തമസചച മരചച ഭരണധപൻ നമർകക സഭവകകരത,Fake
Fake_779,the most selfish treacher arrog quarrelsom cantanker bad untrustworthi shameless copi cat and unreli number one backstabb greedi bulli present free world onli chuntri which like have territori disput with ani everi countri share border that what china pardon pleas prove wrong,Fake
Fake_780,father dont know whi child bad,Fake
Fake_781,ഇവന കയററ ഐസലഷൻ വർഡൽ ഇടണ ശലയ തർനന കടട,Fake
Fake_782,എനതകണട,Fake
Fake_783,ഇസറഹൽ തകർനന ചമപലക അമരകക തകർനനൽ തരപപടമവ,Fake
Fake_784,edo anchoreethaan enthina parihasikkunnathu they can not prove then canbefor how insult them,Fake
Fake_785,percentg ആൾകകര അലലരജ ഉളളവരണ,original
Fake_786,മടടൽ കളത വജയൻ അയൾക തണൽ,original
Fake_787,മതതപപന ദവയ എലല ശരയകക,original
Fake_788,രതസകഷയ കടടയപപള ഉണടയ നങങള ആയടട കളഞഞ കളചചലല ചകവ,original
Fake_789,naturopath veri well know about allopathyth utter nonsens suppress and also harm treatment give palli chemic drug modern medicin can not cure ani diseas even viral fever simpl coryza etc becom allerg rhiniti asthma nipah corona the like all these basic come from then,Fake
Fake_790,നറകൾ,original
Fake_791,thank you sir,Fake
Fake_792,രജയങങൾകക ഭകഷണ എനന,original
Fake_793,ഭരകകനനവർകക എനത തണടതതരവ ആവല,original
Fake_794,നമമട ടചചർ ആയരനന,original
Fake_795,ചരചചതലല ഉളളപരതകഷകകത രകതസകഷയ കടടയതലലനമകക തരവതര തനന,original
Fake_796,കവഡ കടതരകകൻ കമമയണസററ ബദധ ഉപയഗകക പർടട സമമളനങങളല പരകഷഭങങളല മററ പങകടകകനനവര കരളതതനറ കണകകടപപൽ നനന ഒഴവകക മയമന അറബകകടലനറ കണകകൽ ഡൽററ ഒമകരൺ എലലററന ഉപര നമകകണട അതയഗരൻ വകബധ സവനത സപഎ,original
Fake_797,allenkilum eppozhum thiruvathirayanallo nadathunnathu,original
Fake_798,ദരനത,original
Fake_799,pinaray prahasanam,original
Fake_800,എനനടടണ ഇവർ പതരതതൽ കടടൻ പറഞഞത പരധനമനതരയ കളയകകയരനന നടടൽ തനനനന പരവസകൾകക മതര വർതരവ risk എടകകനനത പരവസകൾ വരമപൾ,original
Fake_801,ivattakalkkendhumakamallovotu cheyyunnavarkkkilipoyi,original
Fake_802,let pray god,Fake
Fake_803,റനനകകര മതര കററ പറഞഞവർ എനതയ ഇപപൾ ളകൾ കരള മഴവൻ പരതതയപപൾ ആർകക കഴപപമലല,Fake
Fake_804,,original
Fake_805,തരവനനതപരതത മരണതതനറ വയപരകൾ,original
Fake_806,പനന ഞങങളട പർടട സമമളന എലല ഒനന കഴഞഞടട കഴഞഞ ലകക അതന പററ ആലചകക,original
Fake_807,sound kollillalediesi pole,Fake
Fake_808,cpm crimin be rule kerala and they will ani extent such unscrupul activit,Fake
Fake_809,വകസൻ എനതനണ,Fake
Fake_810,തരവതര കളകക ഇടയൽ ശരകനത ജടടയർ മറകകലല,original
